gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,BinnedTenure,BinnedMonthlyCharges
Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(0-18],(71.25-95.00]
Male,0,Yes,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(18-36],(23.75-47.50]
Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(0-18],(95-118.75]
Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,0,(54-72],(95-118.75]
Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,(0-18],(71.25-95.00]
Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0,(54-72],(47.50-71.25]
Female,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0,(0-18],(47.50-71.25]
Female,0,No,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(23.75-47.50]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,(0-18],(71.25-95.00]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),0,(54-72],(0-23.75]
Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,(54-72],(95-118.75]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,(36-54],(95-118.75]
Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Female,0,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,0,(18-36],(0-23.75]
Female,0,Yes,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0,(54-72],(0-23.75]
Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,(0-18],(47.50-71.25]
Male,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),0,(36-54],(47.50-71.25]
Female,0,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),1,(18-36],(23.75-47.50]
Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,(36-54],(47.50-71.25]
Female,0,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,(36-54],(47.50-71.25]
Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,0,(36-54],(71.25-95.00]
Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,(18-36],(71.25-95.00]
Female,0,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(23.75-47.50]
Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,0,(0-18],(71.25-95.00]
Male,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),0,(54-72],(23.75-47.50]
Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(18-36],(95-118.75]
Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0,(0-18],(71.25-95.00]
Male,0,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(54-72],(23.75-47.50]
Male,0,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(23.75-47.50]
Female,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0,(54-72],(23.75-47.50]
Male,1,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,(0-18],(47.50-71.25]
Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,0,(54-72],(95-118.75]
Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(71.25-95.00]
Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0,(36-54],(71.25-95.00]
Female,0,No,Yes,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,(0-18],(23.75-47.50]
Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(0-18],(71.25-95.00]
Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1,(0-18],(71.25-95.00]
Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,0,(54-72],(71.25-95.00]
Female,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,0,(54-72],(47.50-71.25]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1,(36-54],(95-118.75]
Male,0,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,(18-36],(71.25-95.00]
Male,0,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(18-36],(0-23.75]
Female,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(47.50-71.25]
Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0,(36-54],(47.50-71.25]
Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(47.50-71.25]
Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(36-54],(95-118.75]
Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,(36-54],(95-118.75]
Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0,(54-72],(71.25-95.00]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(36-54],(0-23.75]
Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0,(54-72],(47.50-71.25]
Male,0,No,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,(0-18],(23.75-47.50]
Male,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),0,(54-72],(0-23.75]
Male,0,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0,(54-72],(23.75-47.50]
Female,0,Yes,Yes,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,(36-54],(47.50-71.25]
Male,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,(54-72],(71.25-95.00]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,(0-18],(0-23.75]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,0,(18-36],(0-23.75]
Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,(0-18],(47.50-71.25]
Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(47.50-71.25]
Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0,(36-54],(95-118.75]
Female,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,0,(18-36],(47.50-71.25]
Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,(0-18],(23.75-47.50]
Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0,(18-36],(47.50-71.25]
Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,0,(0-18],(47.50-71.25]
Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(0-18],(95-118.75]
Male,1,Yes,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(47.50-71.25]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,(0-18],(0-23.75]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,(0-18],(0-23.75]
Male,0,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),0,(36-54],(0-23.75]
Female,0,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,(0-18],(23.75-47.50]
Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,(0-18],(71.25-95.00]
Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Female,0,Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(18-36],(23.75-47.50]
Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,(54-72],(95-118.75]
Female,0,No,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0,(54-72],(23.75-47.50]
Female,0,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(47.50-71.25]
Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,(54-72],(95-118.75]
Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,(54-72],(71.25-95.00]
Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,0,(54-72],(47.50-71.25]
Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,(0-18],(23.75-47.50]
Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,(36-54],(71.25-95.00]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(0-23.75]
Female,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(54-72],(23.75-47.50]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(54-72],(0-23.75]
Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(0-18],(71.25-95.00]
Male,0,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0,(54-72],(23.75-47.50]
Male,0,No,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,(36-54],(47.50-71.25]
Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,(0-18],(47.50-71.25]
Male,1,Yes,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(47.50-71.25]
Female,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,(54-72],(71.25-95.00]
Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,(0-18],(47.50-71.25]
Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,(36-54],(47.50-71.25]
Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),0,(54-72],(71.25-95.00]
Female,0,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0,(54-72],(47.50-71.25]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,0,(36-54],(95-118.75]
Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(54-72],(95-118.75]
Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Female,1,No,No,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,(18-36],(23.75-47.50]
Male,1,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,(0-18],(47.50-71.25]
Female,1,No,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(18-36],(47.50-71.25]
Male,0,No,No,No,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),0,(36-54],(23.75-47.50]
Female,0,No,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(0-18],(47.50-71.25]
Female,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(54-72],(23.75-47.50]
Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,1,(36-54],(71.25-95.00]
Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1,(0-18],(47.50-71.25]
Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),0,(36-54],(47.50-71.25]
Female,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,(0-18],(47.50-71.25]
Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,(0-18],(47.50-71.25]
Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,(0-18],(71.25-95.00]
Female,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0,(0-18],(47.50-71.25]
Male,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,(0-18],(0-23.75]
Male,0,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0,(54-72],(47.50-71.25]
Female,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,(54-72],(71.25-95.00]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,0,(0-18],(0-23.75]
Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,0,(54-72],(95-118.75]
Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,(54-72],(71.25-95.00]
Female,0,No,No,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,(0-18],(23.75-47.50]
Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,(0-18],(71.25-95.00]
Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,(0-18],(47.50-71.25]
Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(54-72],(95-118.75]
Male,0,No,No,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,(36-54],(23.75-47.50]
Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Female,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(0-18],(95-118.75]
Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),1,(18-36],(47.50-71.25]
Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,(0-18],(71.25-95.00]
Female,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(18-36],(23.75-47.50]
Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(47.50-71.25]
Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1,(36-54],(71.25-95.00]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(54-72],(95-118.75]
Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1,(0-18],(71.25-95.00]
Female,0,No,No,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0,(18-36],(23.75-47.50]
Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0,(54-72],(71.25-95.00]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(0-23.75]
Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,(0-18],(71.25-95.00]
Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(71.25-95.00]
Female,0,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0,(0-18],(47.50-71.25]
Female,0,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0,(18-36],(47.50-71.25]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(0-23.75]
Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,(18-36],(71.25-95.00]
Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0,(0-18],(71.25-95.00]
Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0,(0-18],(71.25-95.00]
Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0,(18-36],(71.25-95.00]
Male,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Male,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,(0-18],(0-23.75]
Female,0,No,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,(0-18],(23.75-47.50]
Male,0,Yes,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,0,(36-54],(0-23.75]
Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,(0-18],(47.50-71.25]
Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,(0-18],(23.75-47.50]
Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(71.25-95.00]
Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,(0-18],(47.50-71.25]
Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,(54-72],(95-118.75]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,(18-36],(71.25-95.00]
Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),0,(54-72],(71.25-95.00]
Male,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0,(18-36],(0-23.75]
Male,0,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(23.75-47.50]
Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,0,(54-72],(47.50-71.25]
Female,0,No,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),0,(18-36],(47.50-71.25]
Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,(54-72],(95-118.75]
Male,0,No,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),0,(18-36],(0-23.75]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0,(36-54],(0-23.75]
Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0,(36-54],(71.25-95.00]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),0,(18-36],(0-23.75]
Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0,(54-72],(95-118.75]
Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0,(36-54],(71.25-95.00]
Male,0,No,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,0,(18-36],(0-23.75]
Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),0,(18-36],(71.25-95.00]
Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,(18-36],(95-118.75]
Male,0,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0,(36-54],(47.50-71.25]
Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0,(18-36],(71.25-95.00]
Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,(18-36],(71.25-95.00]
Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0,(36-54],(71.25-95.00]
Male,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,(0-18],(0-23.75]
Male,0,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,0,(54-72],(23.75-47.50]
Male,0,No,No,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,(54-72],(23.75-47.50]
Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0,(18-36],(71.25-95.00]
Female,0,No,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0,(0-18],(23.75-47.50]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,(0-18],(0-23.75]
Female,0,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(0-18],(23.75-47.50]
Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0,(54-72],(95-118.75]
Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,(54-72],(95-118.75]
Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,(18-36],(71.25-95.00]
Male,0,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),0,(36-54],(0-23.75]
Female,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,(0-18],(0-23.75]
Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,(0-18],(71.25-95.00]
Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,(18-36],(71.25-95.00]
Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),1,(54-72],(95-118.75]
Female,1,No,No,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0,(18-36],(23.75-47.50]
Female,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0,(54-72],(47.50-71.25]
Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,(18-36],(71.25-95.00]
Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,0,(18-36],(95-118.75]
Female,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),0,(0-18],(47.50-71.25]
Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,(18-36],(71.25-95.00]
Male,1,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0,(54-72],(23.75-47.50]
Female,0,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0,(18-36],(0-23.75]
Male,0,Yes,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,1,(54-72],(47.50-71.25]
